source_event_id,f_nv,start_sample_index,end_sample_index,raw_sample_count
1143,0,660567,660567,1
1144,4,660568,660568,1
1145,0,660569,660569,1
1146,4,660570,660572,3
1147,0,660573,660573,1
1148,4,660574,660575,2
1149,0,660576,660576,1
1150,4,660577,660580,4
1151,0,660581,660583,3
1152,4,660584,660584,1
1153,0,660585,660587,3
1154,4,660588,660589,2
1155,0,660590,660599,10
1156,4,660600,660601,2
1157,0,660602,660687,86
1158,4,660688,660688,1
1159,0,660689,660701,13
1160,4,660702,660702,1
1161,0,660703,660710,8
1162,4,660711,660785,75
1163,0,660786,661108,323
1164,4,661109,661199,91
1165,0,661200,661200,1
1166,4,661201,661201,1
1167,0,661202,661217,16
1168,4,661218,661218,1
1169,0,661219,661220,2
1170,4,661221,661221,1
1171,0,661222,661223,2
1172,4,661224,661224,1
1173,0,661225,661239,15
1174,4,661240,661240,1
1175,0,661241,661297,57
1176,4,661298,661301,4
1177,0,661302,661302,1
1178,4,661303,661336,34
1179,0,661337,661347,11
1180,4,661348,661348,1
1181,0,661349,661349,1
1182,4,661350,661380,31
1183,0,661381,661381,1
1184,4,661382,661382,1
1185,0,661383,661383,1
1186,4,661384,661396,13
1187,0,661397,661586,190
1188,4,661587,661657,71
1189,0,661658,661658,1
1190,4,661659,661659,1
1191,0,661660,661666,7
1192,4,661667,661696,30
1193,0,661697,661714,18
1194,4,661715,661798,84
1195,0,661799,661821,23
1196,4,661822,661834,13
1197,0,661835,662755,921
1198,4,662756,662757,2
1199,0,662758,662769,12
1200,4,662770,662772,3
1201,0,662773,662773,1
1202,4,662774,662803,30
1203,0,662804,718194,55391
1204,4,718195,718195,1
1205,0,718196,718203,8
1206,4,718204,718204,1
1207,0,718205,719664,1460
1208,4,719665,719667,3
1209,0,719668,719669,2
1210,4,719670,720297,628
1211,0,720298,720315,18
1212,4,720316,720554,239
1213,0,720555,720574,20
1214,4,720575,720575,1
1215,0,720576,720583,8
1216,4,720584,720587,4
1217,0,720588,720857,270
1218,4,720858,720858,1
1219,0,720859,720868,10
1220,4,720869,720869,1
1221,0,720870,720885,16
1222,4,720886,720886,1
1223,0,720887,720894,8
1224,4,720895,720914,20
1225,0,720915,720921,7
1226,4,720922,720924,3
1227,0,720925,720925,1
1228,4,720926,720927,2
1229,0,720928,720931,4
1230,4,720932,720979,48
1231,0,720980,720983,4
1232,4,720984,720985,2
1233,0,720986,720989,4
1234,4,720990,721101,112
1235,0,721102,721109,8
1236,4,721110,722516,1407
1237,0,722517,722517,1
1238,4,722518,722675,158
1239,0,722676,722679,4
1240,4,722680,722688,9
1241,0,722689,722692,4
1242,4,722693,722715,23
1243,0,722716,722725,10
1244,4,722726,722867,142
1245,0,722868,722873,6
1246,4,722874,722875,2
1247,0,722876,722876,1
1248,4,722877,722889,13
1249,0,722890,722923,34
1250,4,722924,722931,8
1251,0,722932,722940,9
1252,4,722941,722960,20
1253,0,722961,722961,1
1254,4,722962,722994,33
1255,0,722995,723000,6
1256,4,723001,723014,14
1257,0,723015,723018,4
1258,4,723019,723028,10
1259,0,723029,723032,4
1260,4,723033,723046,14
1261,0,723047,723050,4
1262,4,723051,723057,7
1263,0,723058,723060,3
1264,4,723061,723099,39
1265,0,723100,723108,9
1266,4,723109,723124,16
1267,0,723125,723148,24
1268,4,723149,723483,335
1269,0,723484,725932,2449
1270,3,725933,725934,2
1271,4,725935,725944,10
1272,2,725945,727723,1779
1273,3,727724,727725,2
1274,4,727726,727733,8
1275,0,727734,737021,9288
1276,4,737022,737022,1
1277,0,737023,739982,2960
1278,4,739983,739983,1
1279,0,739984,739984,1
1280,4,739985,739985,1
1281,0,739986,739987,2
1282,4,739988,741804,1817
1283,0,741805,744026,2222
1284,4,744027,744027,1
1285,0,744028,744031,4
1286,4,744032,744032,1
1287,0,744033,744034,2
1288,4,744035,744299,265
1289,0,744300,744300,1
1290,4,744301,744304,4
1291,0,744305,744306,2
1292,4,744307,744484,178
1293,0,744485,744485,1
1294,4,744486,744564,79
1295,0,744565,744567,3
1296,4,744568,749257,4690
1297,0,749258,749258,1
1298,4,749259,749259,1
1299,0,749260,749260,1
1300,4,749261,749261,1
1301,0,749262,749264,3
1302,4,749265,749268,4
1303,0,749269,749271,3
1304,4,749272,749272,1
1305,0,749273,749274,2
1306,4,749275,749275,1
1307,0,749276,749799,524
1308,4,749800,749802,3
1309,0,749803,801250,51448
1310,4,801251,801583,333
1311,0,801584,801584,1
1312,4,801585,801585,1
1313,0,801586,801719,134
1314,4,801720,801738,19
1315,0,801739,801739,1
1316,4,801740,801743,4
1317,0,801744,801746,3
1318,4,801747,801747,1
1319,0,801748,801761,14
1320,4,801762,801762,1
1321,0,801763,801763,1
1322,4,801764,801764,1
1323,0,801765,801766,2
1324,4,801767,801796,30
1325,0,801797,801797,1
1326,4,801798,801804,7
1327,0,801805,801805,1
1328,4,801806,801824,19
1329,0,801825,801825,1
1330,4,801826,801826,1
1331,0,801827,801966,140
1332,4,801967,804206,2240
1333,0,804207,804207,1
1334,4,804208,804228,21
1335,0,804229,804229,1
1336,4,804230,804232,3
1337,0,804233,804233,1
1338,4,804234,804237,4
1339,0,804238,804238,1
1340,4,804239,804241,3
1341,0,804242,804242,1
1342,4,804243,804243,1
1343,0,804244,804244,1
1344,4,804245,804245,1
1345,0,804246,804248,3
1346,4,804249,804249,1
1347,0,804250,804251,2
1348,4,804252,804252,1
1349,0,804253,804253,1
1350,4,804254,804254,1
1351,0,804255,804255,1
1352,4,804256,804257,2
1353,0,804258,804258,1
1354,4,804259,804259,1
1355,0,804260,804261,2
1356,4,804262,804262,1
1357,0,804263,804266,4
1358,4,804267,804269,3
1359,0,804270,804271,2
1360,4,804272,804272,1
1361,0,804273,804299,27
1362,4,804300,804300,1
1363,0,804301,804326,26
1364,4,804327,804327,1
1365,0,804328,804333,6
1366,4,804334,804334,1
1367,0,804335,804338,4
1368,4,804339,804339,1
1369,0,804340,804348,9
1370,4,804349,804349,1
1371,0,804350,804351,2
1372,4,804352,804353,2
1373,0,804354,804355,2
1374,4,804356,804356,1
1375,0,804357,804357,1
1376,4,804358,804359,2
1377,0,804360,804360,1
1378,4,804361,804361,1
1379,0,804362,804363,2
1380,4,804364,804364,1
1381,0,804365,804365,1
1382,4,804366,804366,1
1383,0,804367,804367,1
1384,4,804368,804369,2
1385,0,804370,804370,1
1386,4,804371,805954,1584
1387,0,805955,807178,1224
1388,4,807179,807180,2
1389,0,807181,807181,1
1390,4,807182,808717,1536
1391,0,808718,808718,1
1392,4,808719,808741,23
1393,0,808742,808742,1
1394,4,808743,808793,51
1395,0,808794,808795,2
1396,4,808796,808809,14
1397,0,808810,808810,1
1398,4,808811,808902,92
1399,0,808903,808903,1
1400,4,808904,808904,1
1401,0,808905,808905,1
1402,4,808906,809044,139
1403,0,809045,809045,1
1404,4,809046,809056,11
1405,0,809057,809057,1
1406,4,809058,809065,8
1407,0,809066,809066,1
1408,4,809067,809104,38
1409,0,809105,809105,1
1410,4,809106,809134,29
1411,0,809135,809135,1
1412,4,809136,809168,33
1413,0,809169,809170,2
1414,4,809171,809236,66
1415,0,809237,809237,1
1416,4,809238,809243,6
1417,0,809244,809244,1
1418,4,809245,809245,1
1419,0,809246,809246,1
1420,4,809247,809261,15
1421,0,809262,809262,1
1422,4,809263,809271,9
1423,0,809272,809274,3
1424,4,809275,809286,12
1425,0,809287,809287,1
1426,4,809288,809289,2
1427,0,809290,815648,6359
1428,3,815649,815649,1
1429,4,815650,815664,15
1430,2,815665,818359,2695
1431,0,818360,821595,3236
1432,4,821596,821596,1
1433,0,821597,825859,4263
1434,4,825860,825865,6
1435,0,825866,825866,1
1436,4,825867,827874,2008
1437,0,827875,829954,2080
1438,4,829955,829955,1
1439,0,829956,829961,6
1440,4,829962,835293,5332
1441,0,835294,835294,1
1442,4,835295,835300,6
1443,0,835301,835301,1
1444,4,835302,835302,1
1445,0,835303,835303,1
1446,4,835304,835304,1
1447,0,835305,835307,3
1448,4,835308,835310,3
1449,0,835311,837189,1879
1450,4,837190,837190,1
1451,0,837191,837191,1
1452,4,837192,837243,52
1453,0,837244,888067,50824
1454,4,888068,889235,1168
1455,0,889236,889236,1
1456,4,889237,889242,6
1457,0,889243,889244,2
1458,4,889245,889247,3
1459,0,889248,889248,1
1460,4,889249,889249,1
1461,0,889250,889250,1
1462,4,889251,889251,1
1463,0,889252,889252,1
1464,4,889253,889253,1
1465,0,889254,889254,1
1466,4,889255,889255,1
1467,0,889256,889257,2
1468,4,889258,889260,3
1469,0,889261,889261,1
1470,4,889262,889262,1
1471,0,889263,889263,1
1472,4,889264,889268,5
1473,0,889269,889270,2
1474,4,889271,889271,1
1475,0,889272,889274,3
1476,4,889275,889275,1
1477,0,889276,889276,1
1478,4,889277,889277,1
1479,0,889278,889278,1
1480,4,889279,889279,1
1481,0,889280,889282,3
1482,4,889283,889283,1
1483,0,889284,889284,1
1484,4,889285,889285,1
1485,0,889286,889287,2
1486,4,889288,889288,1
1487,0,889289,889291,3
1488,4,889292,889292,1
1489,0,889293,889293,1
1490,4,889294,889294,1
1491,0,889295,889295,1
1492,4,889296,889296,1
1493,0,889297,889298,2
1494,4,889299,889299,1
1495,0,889300,889302,3
1496,4,889303,889303,1
1497,0,889304,889308,5
1498,4,889309,889309,1
1499,0,889310,889310,1
1500,4,889311,889311,1
1501,0,889312,889312,1
1502,4,889313,889313,1
1503,0,889314,889316,3
1504,4,889317,889319,3
1505,0,889320,889322,3
1506,4,889323,889323,1
1507,0,889324,889326,3
1508,4,889327,889328,2
1509,0,889329,889331,3
1510,4,889332,889332,1
1511,0,889333,889333,1
1512,4,889334,889334,1
1513,0,889335,889336,2
1514,4,889337,889338,2
1515,0,889339,889341,3
1516,4,889342,889342,1
1517,0,889343,889343,1
1518,4,889344,889344,1
1519,0,889345,889350,6
1520,4,889351,889351,1
1521,0,889352,889355,4
1522,4,889356,889356,1
1523,0,889357,889358,2
1524,4,889359,889359,1
1525,0,889360,889372,13
1526,4,889373,889373,1
1527,0,889374,889374,1
1528,4,889375,889377,3
1529,0,889378,889379,2
1530,4,889380,889380,1
1531,0,889381,889383,3
1532,4,889384,889384,1
1533,0,889385,889385,1
1534,4,889386,889389,4
1535,0,889390,889397,8
1536,4,889398,889399,2
1537,0,889400,889401,2
1538,4,889402,889402,1
1539,0,889403,889405,3
1540,4,889406,889408,3
1541,0,889409,889409,1
1542,4,889410,889410,1
1543,0,889411,889411,1
1544,4,889412,889412,1
1545,0,889413,889415,3
1546,4,889416,889416,1
1547,0,889417,889419,3
1548,4,889420,889422,3
1549,0,889423,889424,2
1550,4,889425,889427,3
1551,0,889428,889429,2
1552,4,889430,889430,1
1553,0,889431,889431,1
1554,4,889432,889432,1
1555,0,889433,889434,2
1556,4,889435,889436,2
1557,0,889437,889437,1
1558,4,889438,889438,1
1559,0,889439,889439,1
1560,4,889440,889441,2
1561,0,889442,889442,1
1562,4,889443,889443,1
1563,0,889444,889444,1
1564,4,889445,889447,3
1565,0,889448,889448,1
1566,4,889449,889450,2
1567,0,889451,889451,1
1568,4,889452,889452,1
1569,0,889453,889453,1
1570,4,889454,889463,10
1571,0,889464,889464,1
1572,4,889465,889471,7
1573,0,889472,889472,1
1574,4,889473,889477,5
1575,0,889478,889478,1
1576,4,889479,889480,2
1577,0,889481,889481,1
1578,4,889482,889482,1
1579,0,889483,889483,1
1580,4,889484,889487,4
1581,0,889488,889488,1
1582,4,889489,889490,2
1583,0,889491,889491,1
1584,4,889492,889495,4
1585,0,889496,889496,1
1586,4,889497,889497,1
1587,0,889498,889498,1
1588,4,889499,889501,3
1589,0,889502,891654,2153
1590,4,891655,891655,1
1591,0,891656,891687,32
1592,4,891688,891688,1
1593,0,891689,891711,23
1594,4,891712,891712,1
1595,0,891713,892468,756
1596,4,892469,892469,1
1597,0,892470,892473,4
1598,4,892474,892474,1
1599,0,892475,892475,1
1600,4,892476,892868,393
1601,0,892869,892871,3
1602,4,892872,892872,1
1603,0,892873,892874,2
1604,4,892875,892875,1
1605,0,892876,892877,2
1606,4,892878,892878,1
1607,0,892879,893241,363
1608,4,893242,893242,1
1609,0,893243,893259,17
1610,4,893260,893260,1
1611,0,893261,893261,1
1612,4,893262,893262,1
1613,0,893263,893263,1
1614,4,893264,893265,2
1615,0,893266,893266,1
1616,4,893267,894569,1303
1617,0,894570,894573,4
1618,4,894574,894574,1
1619,0,894575,894872,298
1620,4,894873,894875,3
1621,0,894876,894880,5
1622,4,894881,894882,2
1623,0,894883,895704,822
1624,4,895705,895706,2
1625,0,895707,895885,179
1626,4,895886,895888,3
1627,0,895889,895890,2
1628,4,895891,895894,4
1629,0,895895,895898,4
1630,4,895899,895901,3
1631,0,895902,895905,4
1632,4,895906,895909,4
1633,0,895910,895910,1
1634,4,895911,895913,3
1635,0,895914,895914,1
1636,4,895915,895956,42
1637,0,895957,895962,6
1638,4,895963,895969,7
1639,0,895970,895984,15
1640,4,895985,895985,1
1641,0,895986,896197,212
1642,4,896198,896199,2
1643,0,896200,896200,1
1644,4,896201,896201,1
1645,0,896202,896203,2
1646,4,896204,896205,2
1647,0,896206,896252,47
1648,4,896253,896257,5
1649,0,896258,896258,1
1650,4,896259,896266,8
1651,0,896267,896267,1
1652,4,896268,896273,6
1653,0,896274,896276,3
1654,4,896277,896283,7
1655,0,896284,896286,3
1656,4,896287,896290,4
1657,0,896291,896291,1
1658,4,896292,896298,7
1659,0,896299,896299,1
1660,4,896300,896306,7
1661,0,896307,896307,1
1662,4,896308,896313,6
1663,0,896314,896314,1
1664,4,896315,896316,2
1665,0,896317,896321,5
1666,4,896322,896326,5
1667,0,896327,896327,1
1668,4,896328,896330,3
1669,0,896331,896402,72
1670,4,896403,896405,3
1671,0,896406,896417,12
1672,4,896418,896418,1
1673,0,896419,896421,3
1674,4,896422,896428,7
1675,0,896429,896675,247
1676,4,896676,896683,8
1677,0,896684,896685,2
1678,4,896686,896687,2
1679,0,896688,896688,1
1680,4,896689,896693,5
1681,0,896694,896819,126
1682,4,896820,896824,5
1683,0,896825,896826,2
1684,4,896827,896842,16
1685,0,896843,896844,2
1686,4,896845,896852,8
1687,0,896853,896854,2
1688,4,896855,896875,21
1689,0,896876,896878,3
1690,4,896879,896906,28
1691,0,896907,896907,1
1692,4,896908,896909,2
1693,0,896910,896910,1
1694,4,896911,896915,5
1695,0,896916,896918,3
1696,4,896919,896923,5
1697,0,896924,896947,24
1698,4,896948,896949,2
1699,0,896950,896953,4
1700,4,896954,896954,1
1701,0,896955,896958,4
1702,4,896959,896977,19
1703,0,896978,911689,14712
1704,4,911690,911690,1
1705,0,911691,911700,10
1706,4,911701,911701,1
1707,0,911702,911702,1
1708,4,911703,913633,1931
1709,0,913634,915826,2193
1710,4,915827,915827,1
1711,0,915828,915828,1
1712,4,915829,915830,2
1713,0,915831,915831,1
1714,4,915832,915834,3
1715,0,915835,915835,1
1716,4,915836,921730,5895
1717,0,921731,924429,2699
1718,4,924430,924975,546
1719,0,924976,924976,1
1720,4,924977,924981,5
1721,0,924982,924982,1
1722,4,924983,924986,4
1723,0,924987,924988,2
1724,4,924989,924989,1
1725,0,924990,924990,1
1726,4,924991,924994,4
1727,0,924995,924997,3
1728,4,924998,924998,1
1729,0,924999,924999,1
1730,4,925000,925001,2
1731,0,925002,925002,1
1732,4,925003,925003,1
1733,0,925004,973160,48157
1734,4,973161,974543,1383
1735,0,974544,974544,1
1736,4,974545,974545,1
1737,0,974546,974546,1
1738,4,974547,974547,1
1739,0,974548,974548,1
1740,4,974549,974549,1
1741,0,974550,976097,1548
1742,4,976098,976098,1
1743,0,976099,976102,4
1744,4,976103,976104,2
1745,0,976105,976105,1
1746,4,976106,976107,2
1747,0,976108,976108,1
1748,4,976109,976109,1
1749,0,976110,976110,1
1750,4,976111,976595,485
1751,0,976596,976596,1
1752,4,976597,976597,1
1753,0,976598,976603,6
1754,4,976604,976604,1
1755,0,976605,976605,1
1756,4,976606,976606,1
1757,0,976607,976607,1
1758,4,976608,976608,1
1759,0,976609,976609,1
1760,4,976610,976611,2
1761,0,976612,976613,2
1762,4,976614,976614,1
1763,0,976615,976617,3
1764,4,976618,976618,1
1765,0,976619,976619,1
1766,4,976620,976620,1
1767,0,976621,976621,1
1768,4,976622,976623,2
1769,0,976624,976624,1
1770,4,976625,976625,1
1771,0,976626,976626,1
1772,4,976627,976630,4
1773,0,976631,976633,3
1774,4,976634,976688,55
1775,0,976689,976692,4
1776,4,976693,976693,1
1777,0,976694,976695,2
1778,4,976696,976696,1
1779,0,976697,976704,8
1780,4,976705,976705,1
1781,0,976706,976908,203
1782,4,976909,976909,1
1783,0,976910,976912,3
1784,4,976913,976913,1
1785,0,976914,976914,1
1786,4,976915,976916,2
1787,0,976917,976934,18
1788,4,976935,976935,1
1789,0,976936,976937,2
1790,4,976938,976938,1
1791,0,976939,976941,3
1792,4,976942,976942,1
1793,0,976943,976945,3
1794,4,976946,976946,1
1795,0,976947,976948,2
1796,4,976949,976949,1
1797,0,976950,976950,1
1798,4,976951,976953,3
1799,0,976954,976954,1
1800,4,976955,976955,1
1801,0,976956,976956,1
1802,4,976957,977000,44
1803,0,977001,977001,1
1804,4,977002,977002,1
1805,0,977003,977004,2
1806,4,977005,977005,1
1807,0,977006,977006,1
1808,4,977007,977007,1
1809,0,977008,977008,1
1810,4,977009,977009,1
1811,0,977010,978100,1091
1812,4,978101,978102,2
1813,0,978103,978104,2
1814,4,978105,978107,3
1815,0,978108,978108,1
1816,4,978109,978110,2
1817,0,978111,978112,2
1818,4,978113,978116,4
1819,0,978117,978117,1
1820,4,978118,978319,202
1821,0,978320,978320,1
1822,4,978321,978372,52
1823,0,978373,978373,1
1824,4,978374,978396,23
1825,0,978397,978397,1
1826,4,978398,978410,13
1827,0,978411,978411,1
1828,4,978412,978416,5
1829,0,978417,978417,1
1830,4,978418,978421,4
1831,0,978422,978422,1
1832,4,978423,978429,7
1833,0,978430,978430,1
1834,4,978431,978433,3
1835,0,978434,978436,3
1836,4,978437,978441,5
1837,0,978442,978442,1
1838,4,978443,978471,29
1839,0,978472,978472,1
1840,4,978473,978488,16
1841,0,978489,978490,2
1842,4,978491,978499,9
1843,0,978500,978500,1
1844,4,978501,978509,9
1845,0,978510,978510,1
1846,4,978511,978514,4
1847,0,978515,978515,1
1848,4,978516,978518,3
1849,0,978519,978519,1
1850,4,978520,978520,1
1851,0,978521,978521,1
1852,4,978522,978526,5
1853,0,978527,978528,2
1854,4,978529,978529,1
1855,0,978530,978530,1
1856,4,978531,978540,10
1857,0,978541,978541,1
1858,4,978542,978544,3
1859,0,978545,978545,1
1860,4,978546,978556,11
1861,0,978557,978558,2
1862,4,978559,978565,7
1863,0,978566,988469,9904
1864,2,988470,989080,611
1865,0,989081,989369,289
1866,3,989370,989970,601
1867,4,989971,989978,8
1868,0,989979,990568,590
1869,1,990569,991180,612
1870,4,991181,991181,1
1871,0,991182,991769,588
1872,2,991770,992379,610
1873,0,992380,992670,291
1874,3,992671,993268,598
1875,4,993269,993277,9
1876,0,993278,993869,592
1877,1,993870,994483,614
1878,4,994484,994484,1
1879,0,994485,996327,1843
1880,4,996328,996328,1
1881,0,996329,996330,2
1882,4,996331,996331,1
1883,0,996332,996335,4
1884,4,996336,998108,1773
1885,0,998109,999141,1033
1886,4,999142,999142,1
1887,0,999143,1000504,1362
1888,4,1000505,1000505,1
1889,0,1000506,1000509,4
1890,4,1000510,1006495,5986
1891,0,1006496,1057283,50788
1892,4,1057284,1058763,1480
1893,0,1058764,1058764,1
1894,4,1058765,1058773,9
1895,0,1058774,1058775,2
1896,4,1058776,1058776,1
1897,0,1058777,1058777,1
1898,4,1058778,1058778,1
1899,0,1058779,1058779,1
1900,4,1058780,1058780,1
1901,0,1058781,1058785,5
1902,4,1058786,1058786,1
1903,0,1058787,1058789,3
1904,4,1058790,1058790,1
1905,0,1058791,1058795,5
1906,4,1058796,1058796,1
1907,0,1058797,1060223,1427
1908,4,1060224,1060224,1
1909,0,1060225,1060227,3
1910,4,1060228,1060228,1
1911,0,1060229,1060231,3
1912,4,1060232,1060232,1
1913,0,1060233,1060234,2
1914,4,1060235,1060235,1
1915,0,1060236,1060238,3
1916,4,1060239,1060239,1
1917,0,1060240,1060242,3
1918,4,1060243,1060243,1
1919,0,1060244,1060245,2
1920,4,1060246,1060246,1
1921,0,1060247,1060249,3
1922,4,1060250,1060250,1
1923,0,1060251,1060265,15
1924,4,1060266,1060266,1
1925,0,1060267,1060270,4
1926,4,1060271,1060271,1
1927,0,1060272,1060277,6
1928,4,1060278,1060278,1
1929,0,1060279,1060281,3
1930,4,1060282,1060282,1
1931,0,1060283,1060288,6
1932,4,1060289,1060289,1
1933,0,1060290,1060292,3
1934,4,1060293,1060293,1
1935,0,1060294,1060295,2
1936,4,1060296,1060296,1
1937,0,1060297,1060299,3
1938,4,1060300,1060300,1
1939,0,1060301,1060303,3
1940,4,1060304,1060304,1
1941,0,1060305,1060306,2
1942,4,1060307,1060307,1
1943,0,1060308,1060310,3
1944,4,1060311,1060311,1
1945,0,1060312,1060313,2
1946,4,1060314,1060315,2
1947,0,1060316,1060318,3
1948,4,1060319,1060319,1
1949,0,1060320,1060320,1
1950,4,1060321,1060321,1
1951,0,1060322,1060322,1
1952,4,1060323,1060323,1
1953,0,1060324,1060325,2
1954,4,1060326,1060326,1
1955,0,1060327,1060327,1
1956,4,1060328,1060328,1
1957,0,1060329,1060330,2
1958,4,1060331,1060331,1
1959,0,1060332,1060332,1
1960,4,1060333,1060333,1
1961,0,1060334,1060342,9
1962,4,1060343,1060343,1
1963,0,1060344,1060347,4
1964,4,1060348,1060348,1
1965,0,1060349,1060349,1
1966,4,1060350,1060350,1
1967,0,1060351,1060353,3
1968,4,1060354,1060354,1
1969,0,1060355,1060356,2
1970,4,1060357,1060357,1
1971,0,1060358,1060358,1
1972,4,1060359,1060359,1
1973,0,1060360,1060360,1
1974,4,1060361,1060361,1
1975,0,1060362,1060362,1
1976,4,1060363,1060363,1
1977,0,1060364,1060364,1
1978,4,1060365,1060365,1
1979,0,1060366,1060367,2
1980,4,1060368,1060368,1
1981,0,1060369,1060369,1
1982,4,1060370,1060370,1
1983,0,1060371,1060371,1
1984,4,1060372,1060372,1
1985,0,1060373,1060373,1
1986,4,1060374,1060728,355
1987,0,1060729,1060729,1
1988,4,1060730,1060733,4
1989,0,1060734,1060734,1
1990,4,1060735,1060735,1
1991,0,1060736,1060738,3
1992,4,1060739,1060739,1
1993,0,1060740,1060741,2
1994,4,1060742,1060742,1
1995,0,1060743,1060743,1
1996,4,1060744,1060744,1
1997,0,1060745,1060745,1
1998,4,1060746,1060747,2
1999,0,1060748,1060749,2
2000,4,1060750,1060750,1
2001,0,1060751,1060754,4
2002,4,1060755,1060755,1
2003,0,1060756,1060758,3
2004,4,1060759,1060759,1
2005,0,1060760,1060763,4
2006,4,1060764,1060764,1
2007,0,1060765,1060767,3
2008,4,1060768,1060768,1
2009,0,1060769,1060776,8
2010,4,1060777,1060777,1
2011,0,1060778,1060787,10
2012,4,1060788,1060788,1
2013,0,1060789,1060798,10
2014,4,1060799,1060799,1
2015,0,1060800,1060806,7
2016,4,1060807,1060807,1
2017,0,1060808,1060810,3
2018,4,1060811,1060811,1
2019,0,1060812,1060813,2
2020,4,1060814,1060815,2
2021,0,1060816,1060817,2
2022,4,1060818,1060818,1
2023,0,1060819,1060819,1
2024,4,1060820,1060820,1
2025,0,1060821,1060821,1
2026,4,1060822,1060822,1
2027,0,1060823,1060823,1
2028,4,1060824,1060843,20
2029,0,1060844,1060850,7
2030,4,1060851,1060925,75
2031,0,1060926,1060926,1
2032,4,1060927,1060927,1
2033,0,1060928,1060928,1
2034,4,1060929,1061473,545
2035,0,1061474,1061474,1
2036,4,1061475,1061475,1
2037,0,1061476,1061476,1
2038,4,1061477,1061477,1
2039,0,1061478,1061478,1
2040,4,1061479,1061479,1
2041,0,1061480,1061480,1
2042,4,1061481,1061481,1
2043,0,1061482,1061483,2
2044,4,1061484,1061484,1
2045,0,1061485,1061487,3
2046,4,1061488,1061488,1
2047,0,1061489,1061490,2
2048,4,1061491,1061491,1
2049,0,1061492,1061749,258
2050,4,1061750,1061750,1
2051,0,1061751,1061753,3
2052,4,1061754,1061754,1
2053,0,1061755,1061756,2
2054,4,1061757,1061759,3
2055,0,1061760,1061760,1
2056,4,1061761,1061994,234
2057,0,1061995,1061995,1
2058,4,1061996,1061996,1
2059,0,1061997,1061997,1
2060,4,1061998,1061998,1
2061,0,1061999,1062217,219
2062,4,1062218,1062220,3
2063,0,1062221,1062224,4
2064,4,1062225,1062225,1
2065,0,1062226,1062229,4
2066,4,1062230,1062235,6
2067,0,1062236,1062236,1
2068,4,1062237,1062249,13
2069,0,1062250,1062251,2
2070,4,1062252,1062271,20
2071,0,1062272,1062272,1
2072,4,1062273,1062293,21
2073,0,1062294,1062294,1
2074,4,1062295,1062303,9
2075,0,1062304,1062308,5
2076,4,1062309,1062350,42
2077,0,1062351,1062351,1
2078,4,1062352,1062357,6
2079,0,1062358,1062358,1
2080,4,1062359,1062463,105
2081,0,1062464,1062464,1
2082,4,1062465,1062484,20
2083,0,1062485,1062486,2
2084,4,1062487,1062489,3
2085,0,1062490,1062490,1
2086,4,1062491,1062497,7
2087,0,1062498,1062498,1
2088,4,1062499,1062530,32
2089,0,1062531,1062531,1
2090,4,1062532,1062540,9
2091,0,1062541,1062542,2
2092,4,1062543,1062554,12
2093,0,1062555,1062555,1
2094,4,1062556,1062565,10
2095,0,1062566,1062567,2
2096,4,1062568,1062585,18
2097,0,1062586,1062587,2
2098,4,1062588,1062641,54
2099,0,1062642,1062642,1
2100,4,1062643,1062647,5
2101,0,1062648,1062648,1
2102,4,1062649,1062655,7
2103,0,1062656,1062661,6
2104,4,1062662,1062664,3
2105,0,1062665,1062665,1
2106,4,1062666,1062667,2
2107,0,1062668,1062668,1
2108,4,1062669,1062670,2
2109,0,1062671,1069469,6799
2110,4,1069470,1069470,1
2111,0,1069471,1072282,2812
2112,2,1072283,1072926,644
2113,0,1072927,1073214,288
2114,3,1073215,1073814,600
2115,4,1073815,1073823,9
2116,0,1073824,1074413,590
2117,1,1074414,1075032,619
2118,4,1075033,1075035,3
2119,0,1075036,1075649,614
2120,2,1075650,1076227,578
2121,0,1076228,1076513,286
2122,3,1076514,1077119,606
2123,4,1077120,1077128,9
2124,0,1077129,1077712,584
2125,1,1077713,1078325,613
2126,4,1078326,1078326,1
2127,0,1078327,1080158,1832
2128,4,1080159,1080159,1
2129,0,1080160,1080165,6
2130,4,1080166,1080166,1
2131,0,1080167,1080167,1
2132,4,1080168,1081962,1795
2133,0,1081963,1084183,2221
2134,4,1084184,1084184,1
2135,0,1084185,1084186,2
2136,4,1084187,1084189,3
2137,0,1084190,1084190,1
2138,4,1084191,1086795,2605
2139,0,1086796,1086796,1
2140,4,1086797,1090114,3318
2141,0,1090115,1143879,53765
2142,4,1143880,1143990,111
2143,0,1143991,1143992,2
2144,4,1143993,1144088,96
2145,0,1144089,1145633,1545
2146,4,1145634,1145634,1
2147,0,1145635,1145636,2
2148,4,1145637,1145637,1
2149,0,1145638,1145638,1
2150,4,1145639,1146062,424
2151,0,1146063,1153067,7005
2152,4,1153068,1153068,1
2153,0,1153069,1156334,3266
2154,4,1156335,1156345,11
2155,2,1156346,1156935,590
2156,0,1156936,1157235,300
2157,3,1157236,1157835,600
2158,4,1157836,1157843,8
2159,0,1157844,1158435,592
2160,4,1158436,1158444,9
2161,1,1158445,1159035,591
2162,4,1159036,1159044,9
2163,2,1159045,1159050,6
2164,4,1159051,1159053,3
2165,0,1159054,1159586,533
2166,4,1159587,1159587,1
2167,0,1159588,1159635,48
2168,3,1159636,1159637,2
